location,time,sallary,name,duty
上海-闵行区,03-12,80-100万/年,上海新惠能环保科技有限公司,供应链副总裁（软银中国资本旗下公司）
上海,03-12,5000元/天,上海复宏汉霖生物技术股份有限公司,QC稳定性管理专员/主管
珠海-香洲区,03-12,60-80万/年,珠海华发集团有限公司,战略发展部副总经理
北京,03-12,5-7万/月,美巢集团股份公司,财务总监（管理）
深圳-南山区,03-12,5000元/天,深圳百胜扬工业电子商务平台发展有...,信息安全顾问
红河州,03-12,5-7万/月,平安银行股份有限公司昆明分行,红河零售支行行长
深圳-南山区,03-12,5-7万/月,深圳市友语科技有限公司,CEO/产品负责人
北京-海淀区,03-12,60-80万/年,中科恒源科技股份有限公司,北京公司总经理/副总经理
异地招聘,03-12,5-7万/月,虎门电影集团有限公司,财富中心总经理
广州-白云区,03-12,100万以上/年,广东贤哥食品有限公司,总经理
成都-青羊区,03-12,60-80万/年,四川省一带一路经贸合作促进会,总经理（建筑专委会下属公司）
异地招聘,03-12,100万以上/年,苏州三缺一网络技术有限公司,CHO
广州-天河区,03-12,100-150万/年,广东蒿芃燊晟律师事务所,律所合伙人
上海-长宁区,03-12,7-10万/月,上海丞策信息科技有限公司,现金贷风险总监
东莞-寮步镇,03-12,5000元/天,广东金龙机电有限公司,技术员LCM
上海-长宁区,03-12,60-80万/年,远洋地产（上海）有限公司,上海公司投资总经理
广州,03-12,5-6万/月,广州市番禺煤气有限公司,巡逻员/巡线员
异地招聘,03-12,100万以上/年,吉林省林田远达形象集团有限公司,年薪百万诚聘总经理（工作地址：佛山）
上海-松江区,03-12,5-7万/月,上海志豪实业有限公司,企业CEO
青岛,03-12,5-10万/月,北京华玺财富投资管理有限公司青岛...,财富中心总经理
北京-海淀区,03-12,5-8万/月,会找房（北京）网络技术有限公司,CTO
武汉,03-12,3000元/天,武汉骅恒商贸有限公司,导购***
上海-虹口区,03-12,5-7万/月,上海鹏欣高科技农业发展有限公司,法务部总经理
上海-浦东新区,03-12,60-80万/年,深圳市中科卓软科技有限公司,System Design Engineer - Shanghai
重庆-九龙坡区,03-12,100万以上/年,重庆龙灵科技有限公司,C语言开发工程师
广州-越秀区,03-12,6-8万/月,民加科风信息技术有限公司,CTO
深圳-福田区,03-12,7-10万/月,联建建设集团有限公司,地产公司总经理
佛山,03-12,5-7万/月,海银财富管理有限公司佛山南海分公司,总经理（南海桂城）
深圳,03-12,7-10万/月,深圳市麦达数字股份有限公司,CFO首席财务官
异地招聘,03-12,80-100万/年,黑龙江辰鹰乳业有限公司,城市合伙人
异地招聘,03-12,10万以上/月,深圳中安拓视科技有限公司,项目合伙人 区域总代
厦门,03-12,60-80万/年,依思有限公司,市场拓展总监
成都,03-12,5-7万/月,成都中梁置业有限公司,收并购中心负责人
广州-越秀区,03-12,80-100万/年,宇态控股广东有限公司,人工智能首席专家（年薪80-100万）
上海-虹口区,03-12,80-100万/年,上海昊鹏投资中心（有限合伙）,财富中心总经理
上海,03-12,5-10万/月,上海杰事杰新材料（集团）股份有限...,投融资总监
北京-朝阳区,03-12,60-80万/年,北京天正中广投资控股集团有限公司,项目拓展总监（房地产开发公司）
广州-海珠区,03-12,80-120万/年,广州先登网络科技有限公司,金融学院院长
北京-通州区,03-12,80-100万/年,桑德集团有限公司,汽车公司研发负责人
异地招聘,03-12,100万以上/年,上海丁博士网络科技有限公司,城市合伙人
南京,03-12,60-80万/年,弘阳商业集团,商业集团-招商副总经理
广州-越秀区,03-12,5-10万/月,广州市森能投资管理有限公司,投资总监
北京,03-12,5-7万/月,深圳前海普卓生活科技有限公司,法务总监
上海,03-12,5-7万/月,上海天会皓闻信息科技有限公司,研究总监（4A/直客）
西安,03-12,8-20万/月,西安柒道房地产信息咨询有限公司,主案策划年薪8-20万
深圳-南山区,03-12,5-10万/月,夸克链科技（深圳）有限公司,区块链研究员（BTC）
深圳-福田区,03-12,6-10万/月,武汉民投金融服务有限公司,房地产事业部总经理
南昌-青山湖区,03-12,5-7万/月,南昌新宇制衣有限公司,后整包装师傅
上海-闵行区,03-12,10万以上/月,霍夫曼工具贸易（上海）有限公司,Controlling Supervisor
异地招聘,03-12,5-7万/月,苏州广德浩建筑工程管理咨询有限公司,城市总（项目总）
成都-青羊区,03-12,5-7万/月,成都班德尔文化传播有限公司,无试用期+2500底薪+六险+高额奖金
郑州-郑东新区,03-12,5-7万/月,河南省文旅控股有限公司,特色小镇CEO
苏州,03-12,80-100万/年,美视伊汽车镜控（苏州）有限公司,Director Business Development China-Automotive
广州,03-12,5-10万/月,广州骆驼户外用品有限公司,成本核算
广州,03-12,60-80万/年,四川纬易企业管理咨询有限公司,副总裁
上海,03-12,60-70万/年,力奇先进清洁设备（上海）有限公司,"APAC Field Marketing ,senior manager"
上海-浦东新区,03-12,100万以上/年,盈科创新资产管理有限公司,城市合伙人
无锡,03-12,5-8万/月,中国金茂无锡公司,设计副总经理
南京-鼓楼区,03-12,10万以上/月,中国平安人寿保险股份有限公司江苏...,诚聘优才一百精英
北京-昌平区,03-12,15-20万/月,北京天元永恒商贸有限公司,口腔医疗器械耗材销售
深圳-宝安区,03-12,5-7万/月,深圳市康达尔（集团）股份有限公司,副总经理
福州-鼓楼区,03-12,30-40万/月,广州市阅才人力资源服务有限公司,知名医药外企招聘
南京-建邺区,03-12,5-7万/月,江苏先冻网络科技有限公司,执行总经理
昆明,03-12,5-7万/月,平安普惠投资咨询有限公司日新路分...,平安普惠正式员工
广州,03-12,7-10万/月,北京合创盈丰商品经营有限公司广州...,副总经理
杭州,03-12,80-100万/年,浙江中通文博服务有限公司,分行资金部主管
北京-西城区,03-12,60-80万/年,北京益派市场咨询有限公司,研究总监
长沙-岳麓区,03-12,8-16万/月,长沙壹玖叁贰教育咨询有限公司,策划设计主管
上海-浦东新区,03-12,100万以上/年,上海瀚盈企业管理有限公司,Communication Director
深圳-宝安区,03-12,100万以上/年,一带一路文化控股（深圳）有限公司,人力资源总监（GF）
上海-宝山区,03-12,30-100万/月,上海华诚有色金属电子市场管理有限...,城市合伙人（外贸行业）
太原,03-12,60-80万/年,红星美凯龙置业太原城市公司,项目总经理/副总经理（太原项目）
武汉-江汉区,03-12,100万以上/年,武汉星途网视文化传媒有限公司,电影《黑金危机》项目合伙人
广州-天河区,03-12,10万以上/月,广东中原地产代理有限公司凯旋新世...,房地产销售主管
上海-浦东新区,03-12,5-7万/月,上海二三四五网络科技有限公司,产品总监
宁波-海曙区,03-12,60-80万/年,三生（中国）健康产业有限公司,体检中心总经理
广州-越秀区,03-12,5-7万/月,广州市连达国际货运代理有限公司,货代销售（应届生优先）
上海-徐汇区,03-12,60-80万/年,江苏思特威电子科技有限公司,财务总监
东莞-南城区,03-12,10万以上/月,宜投基金销售有限公司,私人理财工作室（东莞二分）
北京-朝阳区,03-12,60-80万/年,宜投基金销售有限公司,区域总裁
广州-黄埔区,03-12,5-7万/月,广州昕动化妆品有限公司,数据产品专家
杭州-下城区,03-12,10-18万/月,谷川联行有限公司,高级税务顾问（杭州）
上海,03-12,100万以上/年,BRecruit (英智),融资总监
北京-朝阳区,03-12,25-45万/月,中国中期投资股份有限公司,投行总监
深圳,03-12,60-90万/年,广东领地房地产开发有限公司,区域投资总经理
广州-天河区,03-12,5-7万/月,广州知酷文化传播有限公司,培训部副总
异地招聘,03-12,80-100万/年,上海猎英人才服务有限公司,Commercial Compliance Manager
武汉-江岸区,03-12,10万以上/月,武汉庞恒投资咨询有限公司,首席运营官
上海-静安区,03-12,60-80万/年,T6空间设计装饰,家装设计总监
重庆-渝中区,03-12,60-80万/年,恒天财富重庆分公司,事业部总经理
昆明,03-12,60-80万/年,恒天财富昆明分公司,事业部总经理
广州-越秀区,03-12,350元/小时,广州市水元日京纺织服装有限公司,公司直招免押金服饰平面展示
上海,03-12,80-100万/年,万宝盛华人力资源（中国）有限公司,支行行长（知名内资银行）
北京,03-12,80-100万/年,北京东方合瑞投资有限公司,信托项目合伙人
深圳-龙岗区,03-12,5-7万/月,广州狮王教育科技有限公司,乐高指导师
上海-虹口区,03-12,5-7万/月,上海旗虎金融信息服务有限公司,财富中心总经理
深圳-福田区,03-12,100万以上/年,深圳市同方汇金股权投资基金管理有...,投资合伙人
上海,03-12,5-7万/月,上海远播教育科技股份有限公司,互联网运营副总经理
异地招聘,03-12,100万以上/年,上海海日智能科技有限公司,分公司总经理
广州-天河区,03-12,10万以上/月,广州华磐网络科技有限公司,投融资部总监
武汉,03-12,100万以上/年,武汉中清龙图科技有限公司,游戏动漫行业定岗委培
深圳-福田区,03-12,60-80万/年,中国金茂,招采总监
重庆,03-12,100万以上/年,重庆生活在线实业（集团）有限公司,区域综合交易平台合伙人招募令
苏州,03-12,80-100万/年,伟创力电子技术（苏州）有限公司,Business Development Snr Manager/Director
温州,03-12,8-10万/月,上海太太乐食品有限公司南京分公司,区域负责人
上海-金山区,03-12,8-10万/月,上海和辉光电有限公司,仪电工程师
杭州-滨江区,03-12,5-7万/月,杭州原筑装饰工程有限公司,别墅设计师
杭州-西湖区,03-12,7-10万/月,杭州慧蒙教育咨询有限公司,信息技术
广州-天河区,03-12,10万以上/月,广州市燕侨荟健康科技有限公司,销售冠军/医疗养老养生养老院/年薪百万
北京-朝阳区,03-12,5-6万/月,翱文狄风电设备制造（上海）有限公司,commercial director
上海,03-12,80-100万/年,伟创力（上海）金属件有限公司,Software Business Development Director
深圳-福田区,03-12,100万以上/年,深圳市森泰勒贸易有限公司,天猫/京东店铺合伙人（公司提供资金及平台）
上海,03-12,60-80万/年,上海嘉春装饰设计工程有限公司,营销总经理
深圳-南山区,03-12,5-7万/月,深圳私慕医疗美容门诊部有限公司,院内咨询设计师
郑州-郑东新区,03-12,60-80万/年,恒天财富郑州分公司,财富中心总经理
上海-静安区,03-12,100万以上/年,天玺企业管理咨询（上海）有限公司,首席运营官
上海,03-12,60-80万/年,上海恒光广告有限公司,广告客户总监/副总监
上海,03-12,7-10万/月,深圳市前海诚帮金融服务有限公司,投资业务负责人
深圳-龙华新区,03-12,5-7万/月,深圳市金誉半导体集团,财务总监
异地招聘,03-12,3500元/天,深圳市高美福电子有限公司,调机技术员
福州,03-12,80-100万/年,福建隆祥通用航空有限公司,储备飞行员
北京-朝阳区,03-12,10-20万/月,久亿恒远（北京）科技有限公司,软件过程管理
上海-徐汇区,03-12,5-7万/月,上海益商仓储服务有限公司,资本运作副总监
广州-番禺区,03-12,5-10万/月,广州百钠鑫生物科技有限公司,面部微整专家
广州,03-12,5-7万/月,广州天适集团有限公司,急聘：总经理-文旅开发
杭州-滨江区,03-12,100万以上/年,上海滢盛投资管理有限公司,基金合伙人
深圳-福田区,03-12,70-160万/年,深圳正黄文化旅游开发有限公司,投资发展总监
深圳-南山区,03-12,7-10万/月,深圳市日日香海岸城餐饮管理有限公司,营建经理
深圳-南山区,03-12,7-10万/月,深圳前海华人金融控股集团有限公司,华南区总监（房抵贷版块）
上海-闵行区,03-12,60-80万/年,上海申养投资管理股份有限公司,康复医院院长（万科投资养老运营公司）
异地招聘,03-12,10万以上/月,讯汇科技（广州）有限公司,直播项目运营经理
武汉-江汉区,03-12,80-100万/年,武汉复星汉正街房地产开发有限公司,商管中心总经理
杭州-滨江区,03-12,100万以上/年,北京滢盛资产管理有限公司,基金合伙人
